discipline_title,event_title,slug_game,participant_type,medal_type,athletes,rank_equal,rank_position,country_name,country_code,country_3_letter_code,athlete_url,athlete_full_name,value_unit,value_type
Boxing,51kg flyweight men,london-1948,Athlete,,,True,17,Peru,PE,PER,,Carlomagno Meneses,,
Boxing,58  62kg lightweight men,london-1948,Athlete,,,,DNS,Peru,PE,PER,https://olympics.com/en/athletes/luis-eduardo-quintero-gutierrez,Luis Eduardo QUINTERO GUTIERREZ,,
Boxing,54 - 58kg (featherweight) men,london-1948,Athlete,,,True,9,Peru,PE,PER,,Pedro García,,
Boxing,73  80kg lightheavyweight men,london-1948,Athlete,,,,DNS,Peru,PE,PER,,Vicente Quiroz,,
Boxing,51-54kg bantamweight men,london-1948,Athlete,,,True,9,Peru,PE,PER,,Salvador Rivera,,
Weightlifting,82.5kg heavyweight men,london-1948,Athlete,,,,10,Peru,PE,PER,,Carlos Domínguez,362.5,WEIGHT
Weightlifting,75-82.5kg total lightheavyweight men,london-1948,Athlete,,,,15,Peru,PE,PER,https://olympics.com/en/athletes/carlos-bisiak,Carlos BISIAK,332.5,WEIGHT
Weightlifting,60-67.5kg lightweight men,london-1948,Athlete,,,,16,Peru,PE,PER,,Gonzalo Alvarado,305,WEIGHT
Basketball,basketball men,london-1948,GameTeam,,,,10,Peru,PE,PER,,,,
Cycling Road,individual road race men,london-1948,Athlete,,,,DNF,Peru,PE,PER,,Hernán Llerena,,IRM
Cycling Road,individual road race men,london-1948,Athlete,,,,DNF,Peru,PE,PER,,Pedro Mathey,,IRM
Cycling Road,individual road race men,london-1948,Athlete,,,,DNF,Peru,PE,PER,https://olympics.com/en/athletes/luis-poggi,Luis POGGI,,IRM
Cycling Road,team time trial men,london-1948,GameTeam,,,,DNF,Peru,PE,PER,,,,IRM
Athletics,110m hurdles men,london-1948,Athlete,,,,DNS,Peru,PE,PER,https://olympics.com/en/athletes/santiago-ferrando-dietz,Santiago FERRANDO DIETZ,,
Athletics,discus throw men,london-1948,Athlete,,,,12,Peru,PE,PER,https://olympics.com/en/athletes/eduardo-julve-ciriaco,Eduardo JULVE CIRIACO,44.05,DISTANCE
Athletics,decathlon men,london-1948,Athlete,,,,DNF,Peru,PE,PER,https://olympics.com/en/athletes/eduardo-julve-ciriaco,Eduardo JULVE CIRIACO,,
Athletics,shot put men,london-1948,Athlete,,,,DNS,Peru,PE,PER,https://olympics.com/en/athletes/eduardo-julve-ciriaco,Eduardo JULVE CIRIACO,,
Athletics,1500m men,berlin-1936,Athlete,,,,DNS,Peru,PE,PER,https://olympics.com/en/athletes/carlos-marcenaro,Carlos MARCENARO,,
Athletics,200m men,berlin-1936,Athlete,,,,DNS,Peru,PE,PER,https://olympics.com/en/athletes/antonio-cuba,Antonio CUBA,,
Athletics,marathon men,berlin-1936,Athlete,,,,26,Peru,PE,PER,,Gabriel Mendoza,10637800,TIME
Athletics,marathon men,berlin-1936,Athlete,,,,35,Peru,PE,PER,https://olympics.com/en/athletes/guillermo-suarez,Guillermo SUAREZ,11298000,TIME
Athletics,marathon men,berlin-1936,Athlete,,,,42,Peru,PE,PER,https://olympics.com/en/athletes/jose-farias-rios,José FARIAS RIOS,12804000,TIME
Football,football men,berlin-1936,GameTeam,,,,5,Peru,PE,PER,,,,
Diving,3m springboard men,berlin-1936,Athlete,,,,DNF,Peru,PE,PER,https://olympics.com/en/athletes/alfredo-alvarez-calderon,Alfredo ALVAREZ CALDERON,,IRM
Modern Pentathlon,Individual competition men,berlin-1936,Athlete,,,,DNF,Peru,PE,PER,https://olympics.com/en/athletes/jose-escribens,Jose ESCRIBENS,,IRM
Shooting,50m rifle prone 60 shots men,berlin-1936,Athlete,,,True,51,Peru,PE,PER,https://olympics.com/en/athletes/jorge-pationo-arca,Jorge PATIONO ARCA,287,POINTS
Boxing,Flyweight men,berlin-1936,Athlete,,,,DNS,Peru,PE,PER,,Pedro Rodríguez,,
Boxing,Lightheavyweight men,berlin-1936,Athlete,,,,DNS,Peru,PE,PER,,Eulogio Quiroz,,
Boxing,Welterweight men,berlin-1936,Athlete,,,,DNS,Peru,PE,PER,,Zacarias Flores,,
Boxing,Featherweight men,berlin-1936,Athlete,,,,DNS,Peru,PE,PER,,Máximo Valdez,,
Swimming,100m backstroke men,berlin-1936,Athlete,,,,DNS,Peru,PE,PER,,Daniel Carpio,,
Swimming,200m breaststroke men,berlin-1936,Athlete,,,,DNS,Peru,PE,PER,,Conrado Kuhn,,
Swimming,100m freestyle men,berlin-1936,Athlete,,,,DNS,Peru,PE,PER,https://olympics.com/en/athletes/walter-ledgard,Walter LEDGARD,,
Swimming,4x200m freestyle relay men,berlin-1936,GameTeam,,,,DNS,Peru,PE,PER,,,,
Basketball,basketball men,berlin-1936,GameTeam,,,,7,Peru,PE,PER,,,,
Cycling Road,individual road race men,berlin-1936,Athlete,,,,,Peru,PE,PER,https://olympics.com/en/athletes/manuel-bacigalupo,Manuel BACIGALUPO,no time,TIME
Cycling Road,individual road race men,berlin-1936,Athlete,,,,,Peru,PE,PER,https://olympics.com/en/athletes/gregorio-caloggero,Gregorio CALOGGERO,no time,TIME
Cycling Road,individual road race men,berlin-1936,Athlete,,,,,Peru,PE,PER,https://olympics.com/en/athletes/jose-mazzini,Jose MAZZINI,no time,TIME
Cycling Road,individual road race men,berlin-1936,Athlete,,,,,Peru,PE,PER,https://olympics.com/en/athletes/cesar-penaranda,Cesar PENARANDA,no time,TIME
Cycling Road,team time trial men,berlin-1936,GameTeam,,,,,Peru,PE,PER,,,,TIME
